 Count File                          Function                                      Line
     3 ...isher-ABM/sub_functions.jl fnc_information                                549
     2 ...isher-ABM/sub_functions.jl fnc_information                                553
     3 ...isher-ABM/sub_functions.jl fnc_information                                554
     2 ...isher-ABM/sub_functions.jl fnc_move                                       674
     2 ...isher-ABM/sub_functions.jl fnc_move                                       688
    16 ...isher-ABM/sub_functions.jl fnc_move                                       696
     2 ...isher-ABM/sub_functions.jl fnc_move                                       697
     2 ...isher-ABM/sub_functions.jl fnc_move                                       707
     9 ...isher-ABM/sub_functions.jl fnc_move                                       708
     6 ...isher-ABM/sub_functions.jl fnc_move                                       709
     2 ...isher-ABM/sub_functions.jl fnc_move                                       710
     5 ...isher-ABM/sub_functions.jl fnc_move                                       711
     3 ...isher-ABM/sub_functions.jl fnc_steam                                      349
     1 ...isher-ABM/sub_functions.jl fnc_steam                                      362
     1 ...isher-ABM/sub_functions.jl fnc_tau                                        163
     1 ...isher-ABM/sub_functions.jl fnc_tau                                        183
     2 ...isher-ABM/sub_functions.jl fnc_tau                                        188
     4 ...isher-ABM/sub_functions.jl fnc_tau                                        189
     1 ...isher-ABM/sub_functions.jl get_school                                     143
     2 ...CNH/Fisher-ABM/sub_init.jl init_equilibrium                                24
     1 ...Fisher-ABM/sub_routines.jl anonymous                                        9
   178 ...Fisher-ABM/sub_routines.jl make_season                                     48
     4 ...Fisher-ABM/sub_routines.jl make_season                                     52
    37 ...Fisher-ABM/sub_routines.jl make_season                                     57
    96 ...Fisher-ABM/sub_routines.jl make_season                                     62
     8 ...Fisher-ABM/sub_routines.jl make_season                                     66
    46 ...Fisher-ABM/sub_routines.jl make_season                                     70
     8 ...Fisher-ABM/sub_routines.jl make_season                                     74
     1 ...Fisher-ABM/sub_routines.jl make_season                                     82
    44 ...Fisher-ABM/sub_routines.jl make_season                                    109
     1 LineEdit.jl                   anonymous                                     1199
     1 REPL.jl                       anonymous                                      105
     1 REPL.jl                       anonymous                                      587
     1 REPL.jl                       anonymous                                      765
     1 REPL.jl                       display_error                                  103
   463 REPL.jl                       eval_user_input                                 54
     1 REPL.jl                       eval_user_input                                 55
     1 REPL.jl                       print_response                                 125
     1 REPL.jl                       print_response                                 131
     6 abstractarray.jl              *                                              368
     1 abstractarray.jl              trailingsize                                    56
    20 array.jl                      -                                              719
     5 array.jl                      .*                                             756
     1 array.jl                      .*                                             758
     8 array.jl                      div                                            756
     7 array.jl                      div                                            758
     1 array.jl                      getindex                                       246
     1 array.jl                      mod                                            719
     3 array.jl                      rem                                            756
     1 array.jl                      setindex!                                      322
     8 array.jl                      setindex!                                      323
     1 base.jl                       Array                                          228
     3 base.jl                       append_any                                     141
    21 base.jl                       append_any                                     150
     1 base.jl                       append_any                                     154
     4 broadcast.jl                  .==                                            384
     1 broadcast.jl                  .==                                            388
     9 broadcast.jl                  .==                                            392
     9 broadcast.jl                  bitcache_eq                                    379
    15 broadcast.jl                  broadcast!                                     227
     4 broadcast.jl                  broadcast!                                     605
     1 broadcast.jl                  broadcast_shape                                 30
     4 broadcast.jl                  gen_broadcast_function                         186
     2 dict.jl                       ht_keyindex                                    473
    11 dict.jl                       ht_keyindex                                    474
     1 dict.jl                       ht_keyindex                                    475
     5 dict.jl                       ht_keyindex                                    481
     1 linalg/generic.jl             norm                                           195
     1 math.jl                       hypot                                          173
     1 multidimensional.jl           _getindex!                                      31
     1 multidimensional.jl           _getindex!                                     293
     1 multidimensional.jl           checksize                                        4
     1 multidimensional.jl           getindex                                        49
    19 multidimensional.jl           getindex                                        50
     1 multidimensional.jl           setindex!                                       72
     1 multidimensional.jl           setindex!                                       76
     1 operators.jl                  setindex_shape_check                           288
   463 profile.jl                    anonymous                                       14
     1 random.jl                     randmtzig_randn                                745
     1 random.jl                     randmtzig_randn                                748
     2 random.jl                     randn!                                         787
     1 replutil.jl                   show_backtrace                                 169
     1 replutil.jl                   show_backtrace                                 186
     1 replutil.jl                   showerror                                       74
   464 task.jl                       anonymous                                       96
    26 util.jl                       time_print                                      45
    13 util.jl                       time_print                                     143
     1 util.jl                       with_output_color                              188
